nome_normalizado,ordem_pessoa,estado,diario,data_publicacao,ano,tipo_ato,nome,nome_original_csv,spacy_pessoa,spacy_entidades,cargo,orgao,caderno,fonte_url,arquivo_markdown,arquivo_csv,linha_csv,ato_anterior,data_anterior,cargo_anterior,orgao_anterior,dias_desde_anterior,retorno_apos_exoneracao,data_exoneracao_anterior,cargo_exoneracao_anterior,orgao_exoneracao_anterior,dias_desde_exoneracao,mudou_cargo_desde_exoneracao,mudou_orgao_desde_exoneracao,marco_governo,data_marco_governo,dias_desde_marco_governo
WELINGTON DIAS FRANCISCO,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-02-05,2025,exoneracao,WELINGTON DIAS FRANCISCO,WELINGTON DIAS FRANCISCO,sim,WELINGTON DIAS FRANCISCO:PER,do cargo em comissão de Assistente,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDBSck5VOUZWWGRSYTFGMFRsVkZkMDVUTURCTlZGRjNURlZHUms1cVkzUlBSVlUxVFZWSk0wNUVWa05OUkU1R1RWUmpNMDU2VlhoT2VrVTBUbWM5UFE9PQ==,LAKE\RJ\2025\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-02-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,8522,nomeacao,2024-10-01,,,127,nao,,,,,,,,,
WELINGTON FLAVIO DA SILVA GOMES,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-06,2024,nomeacao,WELINGTON FLÁVIO DA SILVA GOMES,WELINGTON FLÁVIO DA SILVA GOMES,sim,WELINGTON FLÁVIO DA SILVA:MISC|Welington Flávio Da Silva Gomes:PER,para exercer o cargo em comissão de Adjunto II,do Instituto Estadual do Ambiente - INEA,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDBWSmVWSkZWVEZPZWsxMFRtcEplazVUTURCT1JGSkVURlJyTlUxRVJYUlNSRkV3VGtSYVExSlVaekJOUkVwRVRWUmpNMDU2VlhsTmFsVTFUVUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-06.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,5632,,,,,,nao,,,,,,,,,
WELISON MENDES OLIVEIRA DO NASCIMENTO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-11-01,2024,exoneracao,WELISON MENDES OLIVEIRA DO NASCIMENTO,WELISON MENDES OLIVEIRA DO NASCIMENTO,sim,WELISON MENDES OLIVEIRA:MISC|Welison Mendes Oliveira Do Nascimento:PER,do cargo em comissão de Ajudante I,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwQ1JrOVZTa0pOYTBsMFVtdEpORkpwTURCUmFsWkdURlZHUTAxNlZYUk9hMWt6VFZSR1JVMUZXVFZPYWsxM1RWUmpNMDU2VlhoUFJHTTFUVkU5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-01.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,1188,,,,,,nao,,,,,,,,,
WELLERSON DE ARCANJO PAULA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-17,2024,exoneracao,WELLERSON DE ARCANJO PAULA,WELLERSON DE ARCANJO PAULA,sim,WELLERSON DE ARCANJO PAULA:MISC|Wellerson De Arcanjo Paula:PER,do cargo em comissão de Ajudante II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFWRmQwMVZTVFZPYTBsMFVXdE5ORTFwTURCTlJVVXpURlJvUjAxRVFYUk5ha0V4VWxSc1JFNXFXa1ZQUkZVeFRWUmpNMDU2VlhsTmFsVXhUa0U5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,5237,,,,,,nao,,,,,,,,,
WELLERSON DE ARCANJO PAULA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-07-31,2025,nomeacao,WELLERSON DE ARCANJO PAULA,WELLERSON DE ARCANJO PAULA,sim,WELLERSON DE ARCANJO PAULA:MISC|Wellerson De Arcanjo Paula:PER,para exercer o cargo em comissão de Ajudante I,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSSk5VMHdXa1ZSYWxGMFRXcG5NRTFETURCUmVsWkNURlZKTUU1VVozUk5WRlpDVVZSQmQxRlVSVE5OVkdONlRWUmpNMDU2VlhoT1ZFRjNUa0U5UFE9PQ==,LAKE\RJ\2025\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-07-31.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,4406,exoneracao,2024-05-17,do cargo em comissão de Ajudante II,,440,sim,2024-05-17,do cargo em comissão de Ajudante II,,440,sim,nao,,,
WELLERSON HENRIQUE SOARES VIEIRA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-05-19,2025,nomeacao,WELLERSON HENRIQUE SOARES VIEIRA,WELLERSON HENRIQUE SOARES VIEIRA,sim,WELLERSON HENRIQUE SOARES VIEIRA:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0S1FrNXJSa05QUlZsMFRtcEplRTFETURCTk1GVXdURlJuTlUxRlJYUlJWRkpIVFZSU1EwNUVXa1ZTUkdzeFRWUmpNMDU2VlhoT1ZHc3pUMEU5UFE9PQ==,LAKE\RJ\2025\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-05-19.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,6073,,,,,,nao,,,,,,,,,
WELLERSON HENRIQUE SOARES VIEIRA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-11-28,2025,exoneracao,WELLERSON HENRIQUE SOARES VIEIRA,WELLERSON HENRIQUE SOARES VIEIRA,sim,WELLERSON HENRIQUE SOARES VIEIRA:PER,do cargo em comissão de Ajudante I,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwQk5VOVZTVEpSTUZsMFRWVkdSMDlUTURCTk1GcEhURlZKTTFGNlJYUk5hbXhGVGtSRk1sRnFhRVpSYTBsM1RWUmpNMDU2VlhoTmVrbDZUbEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-28.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,616,nomeacao,2025-05-19,,,193,nao,,,,,,,,,
WELLINGTON ALVES TORRACA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-03-07,2025,nomeacao,WELLINGTON ALVES TORRACA,WELLINGTON ALVES TORRACA,sim,WELLINGTON ALVES TORRACA:MISC|Wellington Alves Torraca:PER,para exercer o cargo em comissão de Ajudante I,da Superintendência da Operação FOCO,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxWV1FsSnFhM3BSTUUxMFRWUnNSMUpETURCTlZFbDRURlJuZDAxVVZYUk9SVTVFVVRCU1JVNVVhRVpTYTA1RFRWUmpNMDU2VlhoT2FtZDZUbmM5UFE9PQ==,LAKE\RJ\2025\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-03-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,7738,,,,,,nao,,,,,,,,,
WELLINGTON AUGUSTO DE MORAIS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-01-19,2026,nomeacao,WELLINGTON AUGUSTO DE MORAIS,WELLINGTON AUGUSTO DE MORAIS,sim,WELLINGTON AUGUSTO:MISC|Wellington Augusto De Morais:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtWT1FsSkVSWGhOYTBWMFRYcEplVkZwTURCUFZGWkdURlZKTUZGVVVYUlJWR014VWtSc1ExRjZRa2RSVlZsM1RWUmpNMDU2VlhoTmFsRjNUMEU5UFE9PQ==,LAKE\RJ\2026\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-01-19.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3859,,,,,,nao,,,,,,,,,
WELLINGTON BARBOSA NETO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-11-26,2025,nomeacao,WELLINGTON BARBOSA NETO,WELLINGTON BARBOSA NETO,sim,WELLINGTON BARBOSA:PER,para exercer o cargo em comissão de Assistente II,do Gabinete do Secretário,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWR1JFNHdXVFJPTUZWMFQwUlJlbEZUTURCT1JGSkRURlJyTVUwd1NYUk5WVTB6VFRCR1JFMHdSVE5PUlUwMVRWUmpNMDU2VlhoTmVra3pUMEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-26.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,662,,,,,,nao,,,,,,,,,
WELLINGTON BARBOSA NETO,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-16,2026,exoneracao,WELLINGTON BARBOSA NETO,WELLINGTON BARBOSA NETO,sim,WELLINGTON BARBOSA:PER,do cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVdwV1IwNXFhekJPZWxWMFQxUkpNMDVUTURCUlZWa3lURlJyZDA1cldYUlBWR3N4VVZWUmVVMHdVWHBSVlZGNFRWUmpNMDU2VlhkT2VrazFUVUU5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,769,nomeacao,2025-11-26,para exercer o cargo em comissão de Assistente II,do Gabinete do Secretário,141,nao,,,,,,,,,
WELLINGTON DA SILVA DE FIGUEIREDO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-10-23,2025,nomeacao,WELLINGTON DA SILVA DE FIGUEIREDO,WELLINGTON DA SILVA DE FIGUEIREDO,sim,WELLINGTON DA SILVA:MISC|FIGUEIREDO:ORG|Wellington Da Silva:PER,para exercer o cargo em comissão de Chefe de Serviço,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFWU1IxRXdUVFJOYW1kMFRVVlZlRkY1TURCU2FtYzFURlJuTUU1NlozUlBWRTVGVGxSa1FrNTZUVEJOYTA1R1RWUmpNMDU2VlhoTmVsa3pUa0U5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-23.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1418,,,,,,nao,,,,,,,,,
WELLINGTON DE LIMA MOURA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-17,2026,exoneracao,WELLINGTON DE LIMA MOURA,WELLINGTON DE LIMA MOURA,sim,WELLINGTON DE LIMA MOURA:MISC|Wellington De Lima Moura:PER,do cargo em comissão de Ajudante I,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDBWV1JrNVVRa1ZQUlZGMFVsUlNSVTVETURCUFZHUkVURlJyTkU1clJYUlBSVXBEVVhwamVrMTZhelJQUkVaRFRWUmpNMDU2VlhkT2VrRTFUWGM5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,469,,,,,,nao,,,,,,,,,
WELLINGTON DE OLIVEIRA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-12-17,2025,exoneracao,WELLINGTON DE OLIVEIRA,WELLINGTON DE OLIVEIRA,sim,WELLINGTON DE OLIVEIRA:MISC|Wellington De Oliveira:PER,do cargo em comissão de Ajudante II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSU1IwMUVhekJQUlZsMFRsVlJlRTFETURCUmFrazBURlZGZDFKRldYUlJha1Y1VGpCS1JrMUZXVEZPYWtwRFRWUmpNMDU2VlhoTmFtY3pUbEU5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,131,,,,,,nao,,,,,,,,,
WELLINGTON GABRIEL SANTOS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-06-11,2024,exoneracao,WELLINGTON GABRIEL SANTOS,WELLINGTON GABRIEL SANTOS,sim,WELLINGTON GABRIEL SANTOS:MISC|Wellington Gabriel Santos:PER,do cargo em comissão de Ajudante II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG10Sk5GSlVRVFJTVkVWMFQxUk5kMDVwTURCT1JFRXpURlZKTWxGVlJYUlBSRUYzVFRCRmVVMVVUa1pQVkVaQ1RWUmpNMDU2VlhsTmFsRTBUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-06-11.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,4606,,,,,,nao,,,,,,,,,
WELLINGTON GABRIEL SANTOS,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-06-12,2024,nomeacao,WELLINGTON GABRIEL SANTOS,WELLINGTON GABRIEL SANTOS,sim,WELLINGTON GABRIEL SANTOS:MISC|Wellington Gabriel Santos:PER,,do Gabinete do Secretário,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wb1JrOUZTVFZSYWtsMFVXdEZlbEZUTURCU1ZFNURURlJyTTFKVlVYUk5hazEzVFZWV1JGSnFUa0pQVkdoRVRWUmpNMDU2VlhsTmFsRTBUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-06-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,4536,exoneracao,2024-06-11,do cargo em comissão de Ajudante II,,1,sim,2024-06-11,do cargo em comissão de Ajudante II,,1,nao,nao,,,
WELLINGTON GONCALVES MORAES,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-08-13,2025,nomeacao,WELLINGTON GONÇALVES MORAES,WELLINGTON GONÇALVES MORAES,sim,WELLINGTON GONÇALVES:MISC|Wellington Gonçalves Moraes:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwTk5FOUVWVEJQUkdOMFVYcGFSRTlUTURCUmExbDRURlZKTlZFd1JYUk9hbGw0VDFSc1JrNHdSVEZOVlUweFRWUmpNMDU2VlhoT1JHTTFUVkU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-13.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,3931,,,,,,nao,,,,,,,,,
WELLINGTON GONCALVES MORAES,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-10-16,2025,exoneracao,WELLINGTON GONÇALVES MORAES,WELLINGTON GONÇALVES MORAES,sim,WELLINGTON GONÇALVES:MISC|Wellington Gonçalves Moraes:PER,do cargo em comissão de Ajudante I,da Superintendência do Programa RJ para Todos,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwRk1VOUVXa05SVlZWMFRqQlpNbEpUTURCU1ZVVjNURlZGTWxKclRYUk9lazE0VVdwbmVFMUZSWGROTUVwSFRWUmpNMDU2VlhoTmVtTTFUa0U5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1716,nomeacao,2025-08-13,,,64,nao,,,,,,,,,
WELLINGTON GONCALVES SILVA DE ANDRADE,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-05-05,2025,exoneracao,WELLINGTON GONÇALVES SILVA DE ANDRADE,WELLINGTON GONÇALVES SILVA DE ANDRADE,sim,WELLINGTON GONÇALVES SILVA DE ANDRADE:MISC|Wellington Gonçalves Silva De Andrade:PER,do cargo em comissão de Assistente II,da Subsecretaria de Comunicação Social e Publicidade,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSWk0xRlVVVFJOZW10MFQxVkpNazE1TURCUmFrWkdURlJzUlUwd1NYUk9SRWt3VVdwc1JrMXJWWHBPZWxsNlRWUmpNMDU2VlhoT2FrVXpUVkU5UFE9PQ==,LAKE\RJ\2025\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-05-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,6435,,,,,,nao,,,,,,,,,
WELLINGTON LUIZ SANTOS DE SOUZA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-08-01,2025,nomeacao,WELLINGTON LUIZ SANTOS DE SOUZA,WELLINGTON LUIZ SANTOS DE SOUZA,sim,WELLINGTON LUIZ SANTOS:PER,para exercer o cargo em comissão de Secretário II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwbmVrOUZUa1ZOYTFWMFVsVlpORTFETURCU1JGVjZURlJzUjFKcVJYUlJlbGt3VVRCRmVFMHdVVFZOYWswMFRWUmpNMDU2VlhoT1JHc3pUa0U5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-01.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,4288,,,,,,nao,,,,,,,,,
WELLINGTON MARQUES DOS SANTOS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-03-10,2025,nomeacao,WELLINGTON MARQUES DOS SANTOS,WELLINGTON MARQUES DOS SANTOS,sim,WELLINGTON MARQUES DOS SANTOS:MISC|Wellington Marques Dos Santos:PER,,do Gabinete do Secretário,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtWWk0wOVZUVEZQUkZGMFRUQk5lRkpUTURCTlZHTXpURlJvUkU1VlRYUk5WRUV4VFdwQmVrNVVTWHBQUkVKSFRWUmpNMDU2VlhoT2FtZDNUbEU5UFE9PQ==,LAKE\RJ\2025\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-03-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,7673,,,,,,nao,,,,,,,,,
WELLINGTON MARTINS DA SILVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-15,2024,nomeacao,WELLINGTON MARTINS DA SILVA,WELLINGTON MARTINS DA SILVA,sim,WELLINGTON MARTINS DA SILVA:MISC|Wellington Martins Da Silva:PER,para exercer o cargo em comissão de Gerente,do Instituto Estadual do Ambiente - INEA,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSQmVVMVViRU5SVkZsMFQwUk9SazE1TURCTlJWRjRURlJuTWxKclVYUk9SVlpHVFVWR1JWRnFiRWRSVkZrd1RWUmpNMDU2VlhsTmFsVXlUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-15.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,5318,,,,,,nao,,,,,,,,,
WELLINGTON MARTINS DA SILVA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-01-29,2025,exoneracao,WELLINGTON MARTINS DA SILVA,WELLINGTON MARTINS DA SILVA,sim,WELLINGTON MARTINS DA SILVA:MISC|Wellington Martins Da Silva:PER,do cargo em comissão de Gerente,do Instituto Estadual do Ambiente - INEA,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZST1JVNXFTWGRQUkVWMFQxVk5OVTFUTURCUmFsRTBURlJuZVZKRlNYUlJhMVV3VFhwc1FrNUVWWGxSZWtWNVRWUmpNMDU2VlhoT2Vra3hUVUU5UFE9PQ==,LAKE\RJ\2025\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-01-29.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,8779,nomeacao,2024-05-15,para exercer o cargo em comissão de Gerente,do Instituto Estadual do Ambiente - INEA,259,nao,,,,,,,,,
WELLINGTON OLEGARIO DE SOUZA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-02-16,2024,exoneracao,WELLINGTON OLEGARIO DE SOUZA,WELLINGTON OLEGARIO DE SOUZA,sim,WELLINGTON OLEGARIO DE SOUZA:MISC|Wellington Olegario De Souza:PER,do cargo em comissão de Ajudante I,da Superintendência de Desportos do Estado do Rio de Janeiro - SU￾DERJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSSk1GSnFhRU5QVkdOMFRVVlJlbEpUTURCTmVtUkZURlZLUjA1RlVYUk9SVkV6VFZWRk0wNUVRWGRQVlVVMVRWUmpNMDU2VlRCT2FtTjNUVUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-02-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,7808,,,,,,nao,,,,,,,,,
WELLINGTON OLIVEIRA DE SANTANA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-06-27,2024,nomeacao,WELLINGTON OLIVEIRA DE SANTANA,WELLINGTON OLIVEIRA DE SANTANA,sim,WELLINGTON OLIVEIRA:MISC|Wellington Oliveira De Santana:PER,para exercer o cargo em comissão de Ajudante I,da Superintendência do Programa RJ para Todos,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSQ1JVNXJXVEJSYWxGMFRWUlJlbEpETURCUFJVcEVURlZHUTFKRVFYUk9la0pDVVhwc1IwMXFZekZPUkZaSFRWUmpNMDU2VlhsTmFsRjZUVUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-06-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,4118,,,,,,nao,,,,,,,,,
WELLINGTON OLIVEIRA VENANCIO DA SILVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-06-06,2025,exoneracao,WELLINGTON OLIVEIRA VENANCIO DA SILVA,WELLINGTON OLIVEIRA VENANCIO DA SILVA,sim,WELLINGTON OLIVEIRA VENANCIO DA SILVA:MISC|Wellington Oliveira Venancio:PER,do cargo em comissão de Diretor de Departamento,da Fundação para a Infância e Adolescência - FIA/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtWUk1VMUZVa1ZTVkZsMFRtdE9SazE1TURCTlZHZDVURlJvUTA1RVZYUk5SR2hIVDFSWk1GRnFSa05PUkd0NlRWUmpNMDU2VlhoT1ZHTjNUa0U5UFE9PQ==,LAKE\RJ\2025\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-06-06.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,5544,,,,,,nao,,,,,,,,,
WELLINGTON PAIXAO DA SILVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-22,2026,exoneracao,WELLINGTON PAIXAO DA SILVA,WELLINGTON PAIXAO DA SILVA,sim,WELLINGTON PAIXAO DA SILVA:MISC|Wellington Paixao:PER,do cargo em comissão de Ajudante I,da Subsecretaria de Planejamento e Gestão,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFRCSmQwNXJXVE5SVkVGMFRVUm5ORkY1TURCTmFtTjVURlJuZUU1clNYUk5WRTB4VFdwbk0xRlVXa05TYWtKR1RWUmpNMDU2VlhkT2FtY3hUbmM5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-22.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,337,,,,,,nao,,,,,,,,,
WELLINGTON RAMOS DELGADO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-04-03,2025,nomeacao,WELLINGTON RAMOS DELGADO,WELLINGTON RAMOS DELGADO,sim,WELLINGTON RAMOS:MISC|Wellington Ramos Delgado:PER,,da Fundação Santa Cabrini - FSC,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG5wcmVrMTZXWGhSYTFGMFRsVkZlVTVwTURCT1JFazFURlJyZUU5RVZYUk9WVnBIVFZSa1ExSkVRVFZOZWtFeVRWUmpNMDU2VlhoT2FsRXhUV2M5UFE9PQ==,LAKE\RJ\2025\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-04-03.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,6934,,,,,,nao,,,,,,,,,
WELLINGTON RAMOS DELGADO,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-01-12,2026,exoneracao,WELLINGTON RAMOS DELGADO,WELLINGTON RAMOS DELGADO,sim,WELLINGTON RAMOS:MISC|Wellington Ramos Delgado:PER,do cargo em comissão de Assistente de Produção símbolo DAI-5,da Fundação Santa Cabrini - FSC,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG5wc1EwNUVUVFZSVlUxMFRsUm9SazlUTURCTlZHTTFURlZKZDA1cVdYUk9lbU14VFZSVmQwOUZTVFZOUkVsNFRWUmpNMDU2VlhoTmFsVTBUbmM5UFE9PQ==,LAKE\RJ\2026\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-01-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,4041,nomeacao,2025-04-03,,da Fundação Santa Cabrini - FSC,284,nao,,,,,,,,,
