nome_normalizado,nome_exemplo,total_atos,total_nomeacoes,total_exoneracoes,total_retornos_apos_exoneracao,primeira_data,ultima_data,cargos_distintos,orgaos_distintos,teve_nomeacao_e_exoneracao,teve_retorno_apos_exoneracao
THIAGO VASCONCELLOS CASTRO DA SILVA,THIAGO VASCONCELLOS CASTRO DA SILVA,1,0,1,0,2020-12-11,2020-12-11,1,1,nao,nao
THIAGO VICTOR MEDEIROS DE OLIVEIRA,THIAGO VICTOR MEDEIROS DE OLIVEIRA,1,1,0,0,2023-08-14,2023-08-14,0,1,nao,nao
THIAGO VIEIRA DE SOUZA FIGUEIRO,THIAGO VIEIRA DE SOUZA FIGUEIRÓ,1,1,0,0,2025-10-08,2025-10-08,1,0,nao,nao
THIAGO VILLARES GUIMARAES MACIEL,THIAGO VILLARES GUIMARÃES MACIEL,2,1,1,0,2022-08-09,2023-07-14,1,1,sim,nao
THIAGO VINICIUS MARTINS SILVA,THIAGO VINICIUS MARTINS SILVA,2,1,1,1,2022-06-14,2022-06-14,2,1,sim,sim
THIENE GONCALVES JUNIOR,THIENE GONÇALVES JÚNIOR,2,1,1,0,2021-05-14,2021-06-24,1,1,sim,nao
THIONE DE BARROS BARBOSA,THIONE DE BARROS BARBOSA,1,0,1,0,2026-04-30,2026-04-30,1,0,nao,nao
THOMAS DA SILVA SANTOS,THOMAS DA SILVA SANTOS,3,2,1,1,2022-07-11,2025-01-16,2,0,sim,sim
THOMAS DE ALMEIDA MACEDO MILHAZES,THOMÁS DE ALMEIDA MACEDO MILHAZES,3,2,1,0,2023-03-09,2023-11-23,1,1,sim,nao
THOMAS REI MACHADO,THOMÁS REI MACHADO,2,1,1,0,2022-07-14,2025-09-18,1,1,sim,nao
THOMAS SOUZA XIMENES,THOMAS SOUZA XIMENES,1,1,0,0,2026-03-20,2026-03-20,0,1,nao,nao
THOMAZ ANTONIO DE OLIVEIRA FERNANDES,THOMAZ ANTONIO DE OLIVEIRA FERNANDES,1,0,1,0,2025-02-03,2025-02-03,1,1,nao,nao
THOMAZ JOSE DA ROSA PIMENTA,THOMAZ JOSE DA ROSA PIMENTA,1,0,1,0,2021-06-15,2021-06-15,1,1,nao,nao
THOMAZ MARCIANO GUERREIRO BRAGA DA SILVA,THOMAZ MARCIANO GUERREIRO BRAGA DA SILVA,1,0,1,0,2021-04-08,2021-04-08,1,0,nao,nao
THOMPSON LEMOS DA SILVA NETO,THOMPSON LEMOS DA SILVA NETO,1,1,0,0,2022-04-11,2022-04-11,0,1,nao,nao
THUANE LUZ MARVILA DA SILVA,THUANE LUZ MARVILA DA SILVA,1,1,0,0,2025-08-19,2025-08-19,1,1,nao,nao
THUANNY ROSA COUTINHO,THUANNY ROSA COUTINHO,2,1,1,0,2022-04-04,2023-02-06,1,0,sim,nao
THULIO ARAO VILELA,THULIO ARÃO VILELA,1,1,0,0,2024-03-18,2024-03-18,1,1,nao,nao
THYAGO COSME DA SILVA,THYAGO COSME DA SILVA,1,1,0,0,2026-01-28,2026-01-28,1,1,nao,nao
THYAGO GUIMARAES SILVA,THYAGO GUIMARÃES SILVA,2,1,1,0,2024-04-26,2026-01-15,2,2,sim,nao
THYAGO MINERVA COSME,THYAGO MINERVA COSME,1,1,0,0,2024-01-18,2024-01-18,0,1,nao,nao
THYAGO PINTO PEREIRA COSTA,THYAGO PINTO PEREIRA COSTA,2,1,1,0,2020-11-24,2021-02-05,1,1,sim,nao
THYEDIMO WARLEY,THYÉDIMO WARLEY,1,1,0,0,2022-02-23,2022-02-23,0,1,nao,nao
THYEDIMO WARLEY DA SILVA FIGUEIRA,THYEDIMO WARLEY DA SILVA FIGUEIRA,2,1,1,0,2023-11-21,2024-07-03,1,0,sim,nao
TIAGO AFONSO SANTOS LEPORE,TIAGO AFONSO SANTOS LEPORE,2,1,1,0,2021-04-22,2023-12-19,1,1,sim,nao
TIAGO ALVARENGA SOARES,TIAGO ALVARENGA SOARES,3,2,1,0,2020-12-07,2024-06-28,2,1,sim,nao
TIAGO ALVES BARREIRA,TIAGO ALVES BARREIRA,2,1,1,0,2025-11-18,2026-04-28,2,0,sim,nao
TIAGO ALVES DA SILVA,TIAGO ALVES DA SILVA,1,0,1,0,2020-10-09,2020-10-09,1,0,nao,nao
TIAGO ALVES SILVA,TIAGO ALVES SILVA,2,1,1,0,2023-08-03,2024-06-03,1,0,sim,nao
TIAGO ANTONIO WILKE ESPINOLA,TIAGO ANTÔNIO WILKE ESPINOLA,2,1,1,0,2025-07-16,2025-09-24,1,2,sim,nao
TIAGO BARROS CARCHERERI,TIAGO BARROS CARCHERERI,1,1,0,0,2021-09-17,2021-09-17,0,0,nao,nao
TIAGO BITESNIK DA SILVA ALMEIDA,TIAGO BITESNIK DA SILVA ALMEIDA,5,3,2,3,2022-09-13,2024-05-09,2,1,sim,sim
TIAGO BRANDAO PINHEIRO DE MORAES,TIAGO BRANDAO PINHEIRO DE MORAES,1,1,0,0,2026-02-06,2026-02-06,1,0,nao,nao
TIAGO CAETANO ALVES RAMOS,TIAGO CAETANO ALVES RAMOS,1,0,1,0,2023-08-15,2023-08-15,1,1,nao,nao
TIAGO CAMPOS ARRIGUI DE ARAUJO,TIAGO CAMPOS ARRIGUI DE ARAÚJO,2,1,1,0,2022-06-21,2023-01-10,1,0,sim,nao
TIAGO CARVALHO,TIAGO CARVALHO,1,1,0,0,2024-07-03,2024-07-03,0,1,nao,nao
TIAGO COUTO PAZ DA SILVA,TIAGO COUTO PAZ DA SILVA,1,0,1,0,2023-02-09,2023-02-09,1,1,nao,nao
TIAGO CUSTODIO DE CASTRO,TIAGO CUSTÓDIO DE CASTRO,1,0,1,0,2024-12-05,2024-12-05,1,1,nao,nao
TIAGO DA SILVA CUNHA,TIAGO DA SILVA CUNHA,2,1,1,0,2023-08-15,2026-05-04,1,2,sim,nao
TIAGO DA SILVA FLORENTINO,TIAGO DA SILVA FLORENTINO,2,1,1,1,2022-11-09,2023-01-09,1,1,sim,sim
TIAGO DA SILVA LIMA,TIAGO DA SILVA LIMA,1,0,1,0,2021-06-22,2021-06-22,1,1,nao,nao
TIAGO DA SILVA LUZ,TIAGO DA SILVA LUZ,1,1,0,0,2021-06-01,2021-06-01,0,0,nao,nao
TIAGO DA SILVA PERES,TIAGO DA SILVA PERES,1,1,0,0,2025-11-11,2025-11-11,1,1,nao,nao
TIAGO DA SILVA SARDINHA,TIAGO DA SILVA SARDINHA,2,1,1,0,2021-05-04,2021-07-06,1,0,sim,nao
TIAGO DAVID DE SOUSA,TIAGO DAVID DE SOUSA,1,0,1,0,2020-10-27,2020-10-27,1,1,nao,nao
TIAGO DE ALMEIDA DA SILVA,TIAGO DE ALMEIDA DA SILVA,1,0,1,0,2023-10-04,2023-10-04,1,1,nao,nao
TIAGO DE FIGUEIREDO SILVA,TIAGO DE FIGUEIREDO SILVA,1,0,1,0,2021-07-13,2021-07-13,1,1,nao,nao
TIAGO DE MACEDO LAURIANO,TIAGO DE MACEDO LAURIANO,1,1,0,0,2025-01-21,2025-01-21,1,1,nao,nao
TIAGO DE OLIVEIRA,TIAGO DE OLIVEIRA,2,0,2,0,2021-06-10,2021-07-29,1,0,nao,nao
TIAGO DIONISIO DA SILVA,TIAGO DIONISIO DA SILVA,10,5,5,5,2020-11-13,2026-03-10,3,3,sim,sim
TIAGO DOS SANTOS SOUZA,TIAGO DOS SANTOS SOUZA,3,2,1,1,2022-04-26,2025-04-04,2,0,sim,sim
TIAGO FEITOSA DO CARMO MONTEIRO,TIAGO FEITOSA DO CARMO MONTEIRO,1,1,0,0,2024-04-15,2024-04-15,0,0,nao,nao
TIAGO FERNANDES RAMOS DOS SANTOS,TIAGO FERNANDES RAMOS DOS SANTOS,3,1,2,1,2025-12-09,2026-04-17,2,1,sim,sim
TIAGO FERREIRA DA SILVA,TIAGO FERREIRA DA SILVA,1,1,0,0,2025-01-27,2025-01-27,0,1,nao,nao
TIAGO GONCALVES DO PACO PEREIRA,TIAGO GONÇALVES DO PAÇO PEREIRA,1,1,0,0,2021-06-21,2021-06-21,0,1,nao,nao
TIAGO GUARILHA COSTA DE SOUZA,TIAGO GUARILHA COSTA DE SOUZA,2,1,1,0,2024-01-16,2024-04-24,2,2,sim,nao
TIAGO GUSMAO DE OLIVEIRA,TIAGO GUSMÃO DE OLIVEIRA,1,0,1,0,2024-08-27,2024-08-27,1,1,nao,nao
TIAGO HERCULES LOPES GOMES,TIAGO HERCULES LOPES GOMES,1,0,1,0,2022-08-04,2022-08-04,1,1,nao,nao
TIAGO LIMA DOMINGOS,TIAGO LIMA DOMINGOS,1,0,1,0,2021-08-11,2021-08-11,1,1,nao,nao
TIAGO LUIZ CORDEIRO SANTANA,TIAGO LUIZ CORDEIRO SANTANA,1,1,0,0,2024-02-07,2024-02-07,1,1,nao,nao
TIAGO MACIEL RIBEIRO,TIAGO MACIEL RIBEIRO,1,0,1,0,2023-01-17,2023-01-17,1,1,nao,nao
TIAGO MARTINS CARDOSO DE SOUZA,TIAGO MARTINS CARDOSO DE SOUZA,8,4,4,3,2021-02-25,2025-06-04,4,1,sim,sim
TIAGO MATIAS NICACIO XAVIER,TIAGO MATIAS NICACIO XAVIER,1,0,1,0,2023-08-17,2023-08-17,1,1,nao,nao
TIAGO MOTTA DE SOUZA RIBEIRO,TIAGO MOTTA DE SOUZA RIBEIRO,2,2,0,0,2023-07-21,2023-08-04,0,0,nao,nao
TIAGO MOURA COSTA DE BULHOES,TIAGO MOURA COSTA DE BULHÕES,2,1,1,0,2025-07-18,2026-04-17,2,1,sim,nao
TIAGO NUNES DE FIGUEIREDO,TIAGO NUNES DE FIGUEIREDO,1,1,0,0,2025-05-29,2025-05-29,0,0,nao,nao
TIAGO OLIVEIRA DE SANTANA,TIAGO OLIVEIRA DE SANTANA,1,1,0,0,2025-08-20,2025-08-20,0,0,nao,nao
TIAGO PARADELA GURGEL,TIAGO PARADELA GURGEL,7,3,4,3,2023-01-17,2024-07-24,4,2,sim,sim
TIAGO PEREIRA DE LIRA SOARES,TIAGO PEREIRA DE LIRA SOARES,1,0,1,0,2022-05-19,2022-05-19,1,0,nao,nao
TIAGO PEREIRA DOS SANTOS,TIAGO PEREIRA DOS SANTOS,1,1,0,0,2024-09-06,2024-09-06,1,1,nao,nao
TIAGO PINTO ASSUMPCAO,TIAGO PINTO ASSUMPÇÃO,1,1,0,0,2025-10-30,2025-10-30,1,1,nao,nao
TIAGO ROBERTO BRITO DA SILVA,TIAGO ROBERTO BRITO DA SILVA,1,1,0,0,2024-07-11,2024-07-11,0,0,nao,nao
TIAGO RODRIGUES DE MATOS,TIAGO RODRIGUES DE MATOS,1,1,0,0,2023-04-11,2023-04-11,0,1,nao,nao
TIAGO SANTANA SANTOS,TIAGO SANTANA SANTOS,3,1,2,1,2021-08-05,2023-12-15,3,2,sim,sim
TIAGO SANTOS SILVA,TIAGO SANTOS SILVA,2,1,1,0,2023-01-23,2024-02-15,1,1,sim,nao
TIAGO SILVA DE MELLO,TIAGO SILVA DE MELLO,2,1,1,0,2022-06-29,2022-08-11,1,0,sim,nao
TIAGO SIQUEIRA RANGEL,TIAGO SIQUEIRA RANGEL,2,1,1,1,2020-12-04,2021-02-03,2,1,sim,sim
TIAGO SOARES DINIZ PINESCHI,TIAGO SOARES DINIZ PINESCHI,1,1,0,0,2024-03-08,2024-03-08,1,1,nao,nao
TIAGO SOARES DINIZ PINSCHER,TIAGO SOARES DINIZ PINSCHER,1,1,0,0,2024-02-23,2024-02-23,1,1,nao,nao
TIAGO STUTZ NOGUEIRA,TIAGO STUTZ NOGUEIRA,1,0,1,0,2021-12-22,2021-12-22,1,1,nao,nao
TIAGO TAVARES DAMASCENO,TIAGO TAVARES DAMASCENO,3,1,2,1,2023-07-14,2024-08-15,2,0,sim,sim
TIAGO TESSLER BLECHER COMO LEILOEIRO PUBLICO OFICIAL,TIAGO TESSLER BLECHER COMO LEILOEIRO PÚBLICO OFICIAL,1,1,0,0,2022-09-06,2022-09-06,0,0,nao,nao
TIAGO VANTUIL DE CASTRO,TIAGO VANTUIL DE CASTRO,1,1,0,0,2024-06-04,2024-06-04,1,1,nao,nao
TIANA ARAUJO COUTINHO PEREIRA,TIANA ARAÚJO COUTINHO PEREIRA,1,0,1,0,2020-11-26,2020-11-26,1,0,nao,nao
TIBERIO CARLOS DA SILVA,TIBÉRIO CARLOS DA SILVA,3,2,1,1,2023-05-11,2024-06-26,2,2,sim,sim
TIBERIO GALVAO BUENO,TIBÉRIO GALVÃO BUENO,1,0,1,0,2023-03-13,2023-03-13,1,0,nao,nao
TICIANA MEDINA COELI DE MATOS,TICIANA MEDINA COELI DE MATOS,1,0,1,0,2021-07-07,2021-07-07,1,1,nao,nao
TICIANE CRISTINE SALES CADILHE,TICIANE CRISTINE SALES CADILHE,1,0,1,0,2024-01-16,2024-01-16,1,1,nao,nao
TICIANE FRANCO,TICIANE FRANCO,1,1,0,0,2021-11-04,2021-11-04,0,1,nao,nao
TIEGO BARBOSA DA SILVA,TIEGO BARBOSA DA SILVA,3,2,1,1,2024-06-17,2025-12-10,2,1,sim,sim
TIMOTEO BARBOSA DE SOUSA,TIMOTEO BARBOSA DE SOUSA,1,0,1,0,2023-03-13,2023-03-13,1,0,nao,nao
TIMOTEO BARBOSA DE SOUZA,TIMOTEO BARBOSA DE SOUZA,1,1,0,0,2022-08-11,2022-08-11,0,0,nao,nao
TITO RAIMUNDO CABRAL DA SILVA,TITO RAIMUNDO CABRAL DA SILVA,1,1,0,0,2021-04-21,2021-04-21,0,0,nao,nao
TITULAR - ENEILA MARIA FEITOSA LUCAS CORREA,TITULAR - ENEILA MARIA FEITOSA LUCAS CORRÊA,2,1,1,0,2021-07-06,2021-09-13,0,0,sim,nao
TITULAR - FABIO PARAVIDINO DA SILVA,TITULAR - FÁBIO PARAVIDINO DA SILVA,1,0,1,0,2021-07-06,2021-07-06,0,0,nao,nao
TITULAR - INDALECIO WANDERLEY SILVA,TITULAR - INDALÉCIO WANDERLEY SILVA,1,0,1,0,2023-08-31,2023-08-31,0,0,nao,nao
TITULAR - KELLY CHRISTIAN SILVEIRA DE MATTOS,TITULAR - KELLY CHRISTIAN SILVEIRA DE MATTOS,1,1,0,0,2023-02-28,2023-02-28,0,0,nao,nao
TITULAR - MARCIO DA SILVA OLIVEIRA,TITULAR - MÁRCIO DA SILVA OLIVEIRA,1,0,1,0,2021-07-06,2021-07-06,0,0,nao,nao
TITULAR - PATRIQUE WELBER ATELA DE FARIA,TITULAR - PATRIQUE WELBER ATELA DE FARIA,1,0,1,0,2023-02-28,2023-02-28,0,0,nao,nao
TITULAR - PAULA MIRANDA DE ANDRADE,TITULAR - PAULA MIRANDA DE ANDRADE,1,1,0,0,2023-03-08,2023-03-08,0,0,nao,nao
TITULAR - RICARDO LUIS DA SILVA REGO URBANO,TITULAR - RICARDO LUÍS DA SILVA REGO URBANO,1,1,0,0,2021-09-13,2021-09-13,0,0,nao,nao
TITULAR - RONALDO AFONSO NEVES DO VALLE SIMOES,TITULAR - RONALDO AFONSO NEVES DO VALLE SIMÕES,1,0,1,0,2023-03-08,2023-03-08,0,0,nao,nao
TITULAR - RONALDO SIMOES,TITULAR - RONALDO SIMÕES,1,1,0,0,2021-07-06,2021-07-06,0,0,nao,nao
TITULAR - SERGIO DE ABREU COSTENPLATE,TITULAR - SÉRGIO DE ABREU COSTENPLATE,1,0,1,0,2023-03-08,2023-03-08,0,0,nao,nao
TITULAR: SERGIO DE ABREU COSTENPLATE,TITULAR: SÉRGIO DE ABREU COSTENPLATE,1,1,0,0,2021-07-06,2021-07-06,0,0,nao,nao
TOMAZ LUCAS SANTOS LEAL,TOMAZ LUCAS SANTOS LEAL,1,0,1,0,2021-08-10,2021-08-10,1,1,nao,nao
TONI ROBERTO PEREIRA LOPES,TONI ROBERTO PEREIRA LOPES,1,1,0,0,2024-12-06,2024-12-06,1,1,nao,nao
TONY JORGE KUHN,TONY JORGE KÜHN,1,1,0,0,2024-06-05,2024-06-05,0,0,nao,nao
TRICIANE SILVEIRA FERREIRA,TRICIANE SILVEIRA FERREIRA,3,2,1,1,2024-05-10,2026-01-07,2,1,sim,sim
TUANE GOMES DE OLIVEIRA FULY DE MATTOS,TUANE GOMES DE OLIVEIRA FULY DE MATTOS,1,1,0,0,2025-02-21,2025-02-21,1,1,nao,nao
TUANE LOPES DOS SANTOS,TUANE LOPES DOS SANTOS,1,1,0,0,2025-11-28,2025-11-28,1,1,nao,nao
TUANE LUZ,TUANE LUZ,2,1,1,0,2024-05-13,2024-11-01,1,0,sim,nao
TUANE SILVA LIMA,TUANE SILVA LIMA,1,0,1,0,2021-09-13,2021-09-13,1,1,nao,nao
TUANY CRISTINY MACHADO DA SILVA,TUANY CRISTINY MACHADO DA SILVA,6,3,3,3,2021-08-20,2023-08-01,4,5,sim,sim
TULA MARTINS CAMPOS,TULA MARTINS CAMPOS,1,1,0,0,2024-01-17,2024-01-17,0,0,nao,nao
TULIO CARLOS VAZ DE OLIVEIRA,TULIO CARLOS VAZ DE OLIVEIRA,2,1,1,0,2022-10-07,2023-06-30,1,1,sim,nao
TULIO CICERO RIBEIRO,TULIO CICERO RIBEIRO,5,2,3,1,2021-11-12,2022-10-21,3,1,sim,sim
TULIO DA SILVA FERNANDES LOPES,TULIO DA SILVA FERNANDES LOPES,1,0,1,0,2023-02-27,2023-02-27,1,1,nao,nao
TULIO RAMOS DA SILVA,TÚLIO RAMOS DA SILVA,1,0,1,0,2020-12-16,2020-12-16,1,1,nao,nao
TULLIO OLIVEIRA DA SILVA,TULLIO OLIVEIRA DA SILVA,2,1,1,0,2025-02-14,2025-08-14,1,1,sim,nao
TYNDARO DE MENEZES NETO,TYNDARO DE MENEZES NETO,3,1,2,1,2025-04-25,2025-06-16,2,2,sim,sim
UALDO JOSE DA SILVA,UALDO JOSÉ DA SILVA,2,1,1,0,2022-08-29,2022-09-02,2,1,sim,nao
UALID SERGIO PEREIRA MACHADO,UALID SERGIO PEREIRA MACHADO,2,1,1,0,2021-09-14,2022-04-25,1,0,sim,nao
UANDERSON DUARTE FERNANDES,UANDERSON DUARTE FERNANDES,4,3,1,3,2021-06-17,2023-12-08,1,1,sim,sim
UARLEN DA ROCHA RAMOS,UARLEN DA ROCHA RAMOS,1,0,1,0,2022-11-24,2022-11-24,1,1,nao,nao
UBALDO DO ROSARIO MALECK,UBALDO DO ROSARIO MALECK,2,1,1,0,2026-03-24,2026-04-20,2,0,sim,nao
UBIRACI LINS DE OLIVEIRA,UBIRACI LINS DE OLIVEIRA,1,1,0,0,2023-06-26,2023-06-26,1,1,nao,nao
UBIRAJARA ALVES DE OLIVEIRA,UBIRAJARA ALVES DE OLIVEIRA,1,1,0,0,2021-08-24,2021-08-24,1,1,nao,nao
UBIRAJARA ARAUJO,UBIRAJARA ARAUJO,1,0,1,0,2020-10-15,2020-10-15,1,0,nao,nao
UBIRAJARA AZEREDO DE OLIVEIRA,UBIRAJARA AZEREDO DE OLIVEIRA,3,2,1,1,2023-12-06,2025-10-22,1,1,sim,sim
UBIRAJARA DA COSTA,UBIRAJARA DA COSTA,1,0,1,0,2023-01-10,2023-01-10,1,0,nao,nao
UBIRAJARA DE SOUZA LEMOS,UBIRAJARA DE SOUZA LEMOS,4,2,2,2,2022-07-20,2025-01-22,4,1,sim,sim
UBIRAJARA DE SOUZA SANTOS,UBIRAJARA DE SOUZA SANTOS,1,1,0,0,2024-09-02,2024-09-02,0,0,nao,nao
UBIRAJARA DIAS,UBIRAJARA DIAS,1,1,0,0,2025-04-11,2025-04-11,0,1,nao,nao
UBIRAJARA LUIZ DA SILVA,UBIRAJARA LUIZ DA SILVA,1,0,1,0,2023-01-17,2023-01-17,1,1,nao,nao
UBIRAJARA RANGEL DE SOUZA,UBIRAJARA RANGEL DE SOUZA,1,1,0,0,2025-02-27,2025-02-27,0,0,nao,nao
UBIRAJARA ROSA DA SILVA,UBIRAJARA ROSA DA SILVA,2,1,1,0,2021-04-06,2021-12-29,1,2,sim,nao
UBIRATAN ALBERTINI DA SILVA,UBIRATAN ALBERTINI DA SILVA,5,3,2,3,2020-10-14,2026-03-24,1,3,sim,sim
UBIRATAN AMORIM DA SILVA,UBIRATAN AMORIM DA SILVA,1,1,0,0,2025-08-15,2025-08-15,0,1,nao,nao
UBIRATAN FRANCISCO PAIVA DE OLIVEIRA,UBIRATAN FRANCISCO PAIVA DE OLIVEIRA,5,2,3,2,2020-12-03,2022-01-26,3,1,sim,sim
UBIRATAN GOMES DO ROSARIO,UBIRATAN GOMES DO ROSARIO,1,0,1,0,2026-01-14,2026-01-14,1,1,nao,nao
UBIRATAN HUGUENIN DE OLIVEIRA INSPETOR DE POLICIA PENAL,UBIRATAN HUGUENIN DE OLIVEIRA INSPETOR DE POLÍCIA PENAL,1,0,1,0,2023-01-31,2023-01-31,1,1,nao,nao
UBIRATAN JOSINEI BARBOSA VASCONCELOS,UBIRATAN JOSINEI BARBOSA VASCONCELOS,1,1,0,0,2020-11-26,2020-11-26,1,1,nao,nao
UBIRATAN MARIANO ALVES,UBIRATAN MARIANO ALVES,1,1,0,0,2025-11-28,2025-11-28,1,1,nao,nao
UBIRATAN OLIVEIRA DOS SANTOS,UBIRATAN OLIVEIRA DOS SANTOS,1,1,0,0,2026-01-19,2026-01-19,1,0,nao,nao
UBIRATAN TAVARES DA SILVA,UBIRATAN TAVARES DA SILVA,1,0,1,0,2023-07-06,2023-07-06,1,0,nao,nao
UEBSON FERREIRA,UEBSON FERREIRA,1,1,0,0,2020-12-17,2020-12-17,0,0,nao,nao
UEBSON FERREIRA DA SILVA,UEBSON FERREIRA DA SILVA,1,0,1,0,2021-08-23,2021-08-23,1,0,nao,nao
UENES MACEDO CORREA,UENES MACEDO CORREA,1,1,0,0,2024-05-02,2024-05-02,0,0,nao,nao
UILIAM DA SILVA BEZERRA,UILIAM DA SILVA BEZERRA,1,1,0,0,2025-04-15,2025-04-15,1,1,nao,nao
UILIAM TADIM SOARES,UILIAM TADIM SOARES,3,1,2,1,2024-11-01,2025-10-13,2,0,sim,sim
UILIAN SANTOS OLIVEIRA,UILIAN SANTOS OLIVEIRA,3,2,1,1,2020-12-04,2026-04-14,1,1,sim,sim
UILIAN SOUZA DE LIMA IGNACIO,UILIAN SOUZA DE LIMA IGNÁCIO,1,1,0,0,2024-06-24,2024-06-24,1,1,nao,nao
UILIANS GOMES VENANCIO,UILIANS GOMES VENÂNCIO,1,0,1,0,2022-11-04,2022-11-04,1,0,nao,nao
UILSELAINE MARIA DA SILVA MELLO,UILSELAINE MARIA DA SILVA MELLO,1,1,0,0,2023-12-27,2023-12-27,0,1,nao,nao
UILTON AFONSO VIANA FILHO,UILTON AFONSO VIANA FILHO,1,0,1,0,2020-11-06,2020-11-06,1,0,nao,nao
UILZA OLIVEIRA DE MIRANDA,UILZA OLIVEIRA DE MIRANDA,2,1,1,0,2021-08-13,2022-02-08,2,2,sim,nao
UINA SPENCER PINA,UÍNA SPENCER PINA,4,2,2,2,2021-03-15,2026-03-13,3,1,sim,sim
ULIVIA SOARES MARTINS DOS SANTOS,ULIVIA SOARES MARTINS DOS SANTOS,1,0,1,0,2026-04-17,2026-04-17,1,0,nao,nao
ULIVIA SOARES SOARES MARTINS DOS SANTOS,ULIVIA SOARES SOARES MARTINS DOS SANTOS,1,1,0,0,2025-06-12,2025-06-12,1,0,nao,nao
ULLISSES MARTINS GOMES,ULLISSES MARTINS GOMES,2,1,1,1,2020-12-10,2026-03-10,2,1,sim,sim
URANIS DAVID DE ASSUMPCAO,URANIS DAVID DE ASSUMPÇÃO,8,4,4,3,2020-12-03,2024-10-23,4,3,sim,sim
URBANO FRANCISCO DUTRA FILHO,URBANO FRANCISCO DUTRA FILHO,1,1,0,0,2025-02-20,2025-02-20,0,1,nao,nao
URIEL CURVELLO MACHADO DALL' STELLA,URIEL CURVELLO MACHADO DALL' STELLA,1,1,0,0,2024-06-19,2024-06-19,1,1,nao,nao
URIEL CURVELLO MACHADO DALL'STELLA,URIEL CURVELLO MACHADO DALL'STELLA,2,1,1,1,2025-07-16,2025-07-16,2,1,sim,sim
URSULA ASSUNCAO GOMES,ÚRSULA ASSUNÇÃO GOMES,1,1,0,0,2021-01-14,2021-01-14,1,1,nao,nao
URSULA ASSUNCAO GOMES DA SILVA,ÚRSULA ASSUNÇÃO GOMES DA SILVA,1,0,1,0,2025-07-21,2025-07-21,1,1,nao,nao
URSULA BONOMO ABELHA,URSULA BONOMO ABELHA,7,4,3,4,2021-09-10,2026-04-14,4,3,sim,sim
URSULA DIAS RIBEIRO NUNES,URSULA DIAS RIBEIRO NUNES,3,1,2,1,2020-12-08,2021-04-15,2,2,sim,sim
URSULA DO AMARAL FIDENCIO,URSULA DO AMARAL FIDÊNCIO,1,0,1,0,2025-09-04,2025-09-04,1,1,nao,nao
URSULA OLIVEIRA,URSULA OLIVEIRA,1,0,1,0,2021-01-07,2021-01-07,1,0,nao,nao
URSULA OLIVEIRA DA CUNHA GALINDO,URSULA OLIVEIRA DA CUNHA GALINDO,1,1,0,0,2020-11-16,2020-11-16,1,0,nao,nao
URSULA PFALTZGRAFF VASQUEZ,URSULA PFALTZGRAFF VASQUEZ,1,0,1,0,2025-02-05,2025-02-05,1,1,nao,nao
URSULA VIEIRA DE RESENDE,ÙRSULA VIEIRA DE RESENDE,1,1,0,0,2024-08-15,2024-08-15,1,1,nao,nao
URSULA VILACA WILLEMAN FERREIRA,ÚRSULA VILAÇA WILLEMAN FERREIRA,2,1,1,1,2022-11-09,2025-10-16,0,0,sim,sim
URSULA VILACA WILLEMAN FERREIRA... ONDE SE LE,ÚRSULA VILAÇA WILLEMAN FERREIRA... ONDE SE LÊ,1,0,1,0,2022-11-09,2022-11-09,0,0,nao,nao
URUAN CINTRA DE ANDRADE,URUAN CINTRA DE ANDRADE,3,1,2,1,2022-12-31,2026-03-20,2,0,sim,sim
UTHER MAIA DA SILVA,UTHER MAIA DA SILVA,1,1,0,0,2021-03-02,2021-03-02,0,1,nao,nao
V I TO R I A VALESKA FARIAS FERREIRA,V I TO R I A VALESKA FARIAS FERREIRA,1,0,1,0,2026-03-23,2026-03-23,1,0,nao,nao
VA L CEMIR PINHEIRO,VA L CEMIR PINHEIRO,1,0,1,0,2022-05-06,2022-05-06,1,0,nao,nao
VA L D I R FAUSTINO FERREIRA,VA L D I R FAUSTINO FERREIRA,1,0,1,0,2021-07-12,2021-07-12,1,1,nao,nao
VA L DILSON DIAS GONCALVES,VA L DILSON DIAS GONÇALVES,1,0,1,0,2023-01-10,2023-01-10,1,0,nao,nao
VA L DINEI BUENO MARTINS,VA L DINEI BUENO MARTINS,1,0,1,0,2021-06-10,2021-06-10,1,0,nao,nao
VA L DINEI CALIXTO,VA L DINEI CALIXTO,3,0,3,0,2021-01-08,2023-02-08,3,2,nao,nao
VA L E R I A GOMES SILVA DE MELLO GONCALVES,VA L É R I A GOMES SILVA DE MELLO GONÇALVES,1,0,1,0,2021-04-15,2021-04-15,1,0,nao,nao
VA L E RIA MARIA SOARES,VA L É RIA MARIA SOARES,1,0,1,0,2021-06-16,2021-06-16,1,1,nao,nao
VA LERIA AFFONSO RIBEIRO,VA LERIA AFFONSO RIBEIRO,1,0,1,0,2024-11-11,2024-11-11,1,0,nao,nao
VA LERIA CARDOSO RAMOS,VA LÉRIA CARDOSO RAMOS,1,0,1,0,2021-02-23,2021-02-23,1,1,nao,nao
VA LERIA CRISTINA DA SILVA RODRIGUES,VA LERIA CRISTINA DA SILVA RODRIGUES,1,0,1,0,2021-10-01,2021-10-01,1,1,nao,nao
VA LERIA DA SILVA MACHADO BRAGA,VA LERIA DA SILVA MACHADO BRAGA,1,0,1,0,2022-12-21,2022-12-21,1,1,nao,nao
